ID,NAME,TYPE,PARENT_ID
1650,ISTANBUL ASIA,LC,1622
1651,KTU,LC,1580
1654,VIENNA TU,LC,1592
1655,z. DAVIS // (Closed),LC,1621
1656,z. MISSOURI // (Closed),LC,1621
1658,z. PHILADELPHIA // (Closed),LC,1621
1661,Prešov,LC,1536
1662,UNITED STATES (MC),LC,1621
1664,University of Santo Tomas,LC,1604
1665,Chiclayo,LC,1553
1666,JOAO PESSOA,LC,1606
1667,VIENNA BOKU (CLOSED),LC,1592
1669,Bhubaneswar,LC,1585
1673,UDEM,LC,1589
1674,Kuching,LC,1611
1676,MC Argentina,LC,1535
1677,Salta,LC,1535
1680,Toulouse,LC,1597
1681,Official Expansion Thailand,LC,1607
1682,University of the Thai Chamber of Commerce (UTCC),LC,1607
1687,CLOSED,LC,1579
1688,KNU(closed),LC,1562
1689,YSU,LC,1562
1691,MVD,LC,1614
1692,San Cristóbal,LC,1557
1693,NEU,LC,504
1697,Expansions IAA,LC,567
1699,UNHAS,LC,1539
1700,Queensland University of Technology,LC,1591
1702,Royal Melbourne Institute of Technology,LC,1591
1704,Australian National University,LC,1591
1705,TARIJA,LC,1593
1707,SANTIAGO,LC,1582
1709,Malawi,MC,1632
1710,Taiwan FCU,LC,1561
1711,Taiwan NCHU,LC,1561
1712,Taiwan NCU,LC,1561
1713,Taiwan CCU,LC,1561
1714,MC CHILE,LC,1566
1716,Trujillo,LC,1553
1717,Tacna,LC,1553
1718,Huancayo,LC,1553
1720,Ica,LC,1553
1724,ULAN-UDE - VAM,LC,1618
1725,Tanta,LC,1609
1727,Menofia,LC,1609
1728,Minya(Closed),LC,1609
1729,Assuit(Closed),LC,1609
1732,Universidad San Martin de Porres,LC,1553
1733,MC Guatemala,LC,1556
1734,Fez,LC,1552
1735,MC Lebanon,LC,182
1736,Ambato,LC,1567
1737,CENTRAL,LC,1551
1738,CÚCUTA,LC,1551
1739,JAVERIANA CALI,LC,1551
1740,POPAYAN,LC,1551
1744,Tangier,LC,1552
1745,NEIVA,LC,1551
1746,UdeA,LC,1551
1749,Universités de Paris,LC,1597
1751,Lyon,LC,1597
1752,Agadir,LC,1552
1753,Curtin Mauritius,LC,489
1755,Galicia (CLOSED),LC,1619
1756,PASTO,LC,1551
1758,RUSSIA (MC),LC,1618
1759,San Juan Argentina,LC,1535
1763,Lithuania (MC),LC,1580
1764,Dushanbe,LC,537
1765,MC South Africa,LC,1545
1766,CAMPO GRANDE (Closed),LC,1606
1768,PERU,LC,1553
1770,CLOSE LC  - León (Nicaragua),LC,178
1772,Windhoek,LC,78
1773,[CLOSED] COVILHA UBI,LC,1544
1774,PULA ( CLOSED),LC,1595
1775,School of Commerce (SOC),LC,476
1776,Benue,LC,1578
1777,Calabar,LC,1578
1778,Kano(Closed),LC,1578
1779,Abuja,LC,1578
1780,Nig,LC,1578
1781,Turku,LC,1620
1783,Plovdiv - CLOSED,LC,1588
1784,OHIO,LC,1621
1785,Morocco (MC),LC,1552
1787,UMU,LC,1602
1788,AAST Alexandria,LC,1609
1789,Ain Shams University,LC,1609
1790,Toluca,LC,1589
1792,KORHOGO (Expansion),LC,1537
1794,Ludhiana,LC,1585
1796,"-Closed, XISU",LC,1613
1799,"-Closed, ECT",LC,1613
1800,MC Norway,LC,1573
1801,Bg,LC,1547
1802,SU STIP,LC,1548
1803,Tacapes,LC,1559
1804,Expansiones Puerto Rico (closed),LC,1538
1806,MC France,LC,1597
1807,O.R.T. (Closed),LC,1614
1810,Luxembourg,LC,105
1811,MC Costa Rica,LC,577
1812,SANTA MARTA,LC,1551
1813,RUSPINA,LC,1559
1815,CLOSED,LC,1579
1816,SANTOS,LC,1606
1817,National Office,LC,1620
1818,PERM,LC,1618
1820,KHUJAND,LC,537
1821,MC Sri Lanka,LC,1623
1822,Amirkabir University,LC,495
1823,MILWAUKEE,LC,1621
1824,(closed),LC,4
1825,Senegal,LC,1605
1827,HIU,LC,1562
1828,CUK,LC,1562
1830,KMU(closed),LC,1562
1833,KROPYVNYTSKYI,LC,1610
1837,PU,LC,1539
1838,UNILA,LC,1539
1839,MC Mauritius,LC,489
1840,Seychelles,MC,1632
1842,Closed,LC,477
1846,AKURE,LC,1578
1847,Batumi,LC,531
1849,London - MC UK,LC,1563
1852,Dilmun,LC,518
1853,Makerere University,LC,1602
1854,Koudougou,LC,180
1855,CUNI Praha 🚫,LC,1570
1856,Taiwan MC,LC,1561
1857,ROMANIA (National),LC,1560
1858,EXTERNADO,LC,1551
1860,Expansions Liberia,LC,219
1861,University of the Philippines - Manila,LC,1604
1862,RMU,LC,1568
1864,delete,LC,1568
1866,Oaxaca,LC,1589
1869,BOSTON,LC,1621
1870,"Cavendish University, Kampala",LC,1602
1871,MC uganda,LC,1602
1872,ECMH,LC,1572
1873,MC BOLIVIA,LC,1593
1875,ABERDEEN,LC,1563
1876,Lumbini,LC,112
1877,TUNJA,LC,1551
1879,MC Estonia,LC,1565
1880,Crete,LC,1555
1881,z. MIAMI OHIO // (Closed),LC,1621
1882,UoI,LC,1555
1883,DUTH,LC,1555
1884,CBE,LC,506
1887,Musanze,LC,506
1888,University of California Los Angeles (UCLA),LC,1621
1890,Cusco,LC,1553
1893,TRABZON,LC,1622
1894,Assomada (Expansion),LC,29
1895,Unsri,LC,1539
1898,De La Salle - College of St. Benilde,LC,1604
1901,Dasmariñas [Closed],LC,1604
1904,University of the Philippines - Clark,LC,1604
1905,University of the Philippines Los Baños,LC,1604
1906,San Beda University,LC,1604
1910,Polytechnic University of the Philippines [Closed],LC,1604
1912,HACKER,LC,1574
1913,Member Committee Ghana,LC,1568
1915,Shiraz,LC,495
1916,Tabriz,LC,495
1917,Isfahan,LC,495
1918,Ahvaz (Expansion Initiative),LC,495
1920,VILLAVICENCIO,LC,1551
1922,CAJAMARCA,LC,1553
1924,MC Poland,LC,1564
1925,Istočno Sarajevo (CLOSED),LC,1590
1927,Hyderabad - PAK,LC,1603
1928,Faisalabad,LC,1603
1929,Tshwane University of Technology,LC,1545
1931,"Mainland of China, Member Committee",LC,1613
1932,ITD,LC,1556
1935,MARYLAND,LC,1621
1939,z. MINNEAPOLIS // (Closed),LC,1621
1940,z. SAN DIEGO // (Closed),LC,1621
1942,Allameh Tabatabaie' University,LC,495
1949,UP (University of Panama),LC,1582
1950,MC Tanzania,LC,567
1952,Expansion Ganja,LC,539
1954,University of Southern California (USC),LC,1621
1956,MC The Netherlands,LC,1598
1958,MC Slovenia,LC,1587
1959,AIESEC in Uruguay,LC,1614
1960,IHECS,LC,1624
1961,Luxembourg,LC,1624
1962,"Universiti Tunku Abdul Rahman (UTAR) , Kampar Perak",LC,1611
1965,Sharjah,LC,1625
1967,MC (BELGIUM),LC,1624
1968,"-Closed, JUFE",LC,1613
1970,"-Closed, BUPT",LC,1613
1973,"-Closed, BLCU",LC,1613
1975,"-Closed, CYU",LC,1613
1987,"-Closed, SDU",LC,1613
1989,"-Closed, SEU",LC,1613
1997,"-Closed, ZUFE",LC,1613
2000,"-Closed, DMU",LC,1613
2006,"-Closed, DUT",LC,1613
2008,VIRTUAL EXPANSIONS PANAMA,LC,1582
2009,USAM,LC,1572
2010,Bangladesh,MC,1630
2012,VIT,LC,1585
2013,Venezuela - Member Committee,LC,1557
2014,Unsoed,LC,1539
2015,UNEJ,LC,1539
2016,Mahe (and Other),LC,1840
2020,Liberec 🚫,LC,1570
2024,KALININGRAD - Expansions,LC,1618
2025,BIHAĆ (CLOSED),LC,1590
2030,Babcock University,LC,1578
2031,Rouen,LC,1597
2033,Rennes,LC,1597
2035,MC Vietnam,LC,504
2036,Denmark (National Office),LC,1577
2037,Roma Tor Vergata (Closed),LC,1542
2039,Porto-Novo,LC,459
2040,"MC Czech Republic, Prague",LC,1570
2041,Ouargla,LC,457
2043,Jamaica (INVALID),LC,1578
2045,CST,LC,506
2046,SPAIN,LC,1619
2047,USU,LC,1539
2048,Expansions I,LC,409
2049,UFE,LC,409
2050,MUST,LC,409
2051,MC Kyrgyzstan,LC,543
2053,National Singapore,LC,1575
2054,Portugal (National),LC,1544
2055,UATM Gasa Formation,LC,459
2058,Kish Island (Expansion Initiative),LC,495
2059,Kardan University,LC,572
2060,University of Bucharest,LC,1560
2061,LIMEIRA,LC,1606
2064,AIESEC in Balkh (Expansion),LC,572
2065,Wenzhou,LC,1613
2067,Bishkek,LC,543
2069,Impulse for Bishkek Leaders (IBL),LC,543
2071,(CLOSED) IPMI International Business School,LC,1539
2073,z. ST. EDWARD'S // (closed),LC,1621
2074,Mohammedia,LC,1552
2075,Ben Guerir,LC,1552
2078,The Philippines [MC],LC,1604
2082,AIESEC Turkey,LC,1622
2083,OSHAWA,LC,1554
2084,Multan,LC,1603
2086,GIK,LC,1603
2087,MONCTON,LC,1554
2089,MC AIESEC Indonesia,LC,1539
2090,(CLOSED) ESQBS,LC,1539
2091,(CLOSED) UMN,LC,1539
2092,UIN Jakarta,LC,1539
2093,UNTAN,LC,1539
2094,(CLOSED) UNLAM,LC,1539
2095,Trisakti,LC,1539
2096,UNJ,LC,1539
2097,UKSW,LC,1539
2098,TERESINA,LC,1606
2100,STOCKHOLM,LC,1601
2102,LUCERNE - National Office,LC,1558
2103,Monaco,MC,1629
2104,Bhutan,MC,1630
2105,Maldives,MC,1630
2106,Kingdom of Saudi Arabia,MC,1632
2107,Global Teams,MC,1627
2108,Honduras,MC,1627
2109,Cyprus,MC,1629
2110,MC Benin,LC,459
2112,[CLOSED] Açores (Ilha de São Miguel),LC,1544
2113,KSA,LC,2106
2114,Luxor & Aswan (Closed),LC,1609
2115,Uzbekistan,MC,1629
2117,Niger,MC,1632
2119,ZARQA (Closed),LC,530
2121,Liechtenstein,MC,1629
2122,Zambia,MC,1632
2123,Sweden MC,LC,1601
2124,Helwan,LC,1609
2125,MIU,LC,1609
2126,Beni Suef,LC,1609
2127,IPB,LC,1539
2128,z. INDIANA STATE // (Closed),LC,1621
2129,McGill (Macdonald),LC,1554
2131,IGC(closed),LC,1562
2132,KIT(closed),LC,1562
2133,Middlesex University,LC,1612
2134,Zacatecas,LC,1589
2136,ESPE,LC,1567
2139,West Yangon,LC,4
2145,Maynooth (Expansion),LC,1540
2146,Elbasan Expansion Initiative (closed),LC,133
2149,Maceio,LC,1606
2150,CUIABA (Closed),LC,1606
2151,NATAL (Closed),LC,1606
2152,MACKENZIE,LC,1606
2154,Expansion of Durrës,LC,133
2155,BLUMENAU,LC,1606
2156,Virtual Expansion MC Tunisia,LC,1559
2157,Virtual Expansion (MC Tunisia),LC,1559
2164,[CLOSED] Vila Real,LC,1544
2165,UMaT,LC,1568
2166,AUSTRIA MC,LC,1592
2170,Michoacán,LC,1589
2172,Grodno [Expansion],LC,79
2175,RUHUNA,LC,1623
2186,NSBM,LC,1623
2188,SLIIT,LC,1623
2192,Ho Chi Minh East,LC,504
2193,MC El Salvador,LC,1572
2194,Walvis Bay (Expansion),LC,78
2195,Ongwediva (Expansion),LC,78
2196,[CLOSED] CMU,LC,305
2197,[CLOSED] Norton,LC,305
2198,[CLOSED] UC,LC,305
2199,[CLOSED] RUFA,LC,305
2200,[CLOSED] American University of Phnom Penh,LC,305
2201,[CLOSED] ITC,LC,305
2202,[CLOSED] IU,LC,305
2204,KANDY,LC,1623
2206,AIESEC in Fendell,LC,219
2207,AME University,LC,219
2208,United Methodist University,LC,219
2209,Albania MC,LC,133
2211,Virtual Markets (Nicaragua),LC,178
2212,Huye,LC,506
2215,Novi Pazar,LC,1547
2216,Other (CLOSED),LC,29
2219,Kermanshah,LC,495
2220,Kermanshah,LC,495
2221,Kermanshah,LC,495
2222,Kermanshah,LC,495
2223,Hamedan,LC,495
2224,Hamedan,LC,495
2225,Hamedan,LC,495
2227,Santiago del Estero,LC,1535
2234,Kigali Institute of Management (KIM),LC,506
2235,University of Nicosia (managing all universities of Cyprus),LC,2109
2236,Silpakorn University,LC,1607
2237,AIESEC in University of Nicosia (managing all universities of Cyprus),LC,2109
2238,AIESEC in University of Nicosia (managing all universities of Cyprus),LC,2109
2240,Fiji,MC,1630
2241,University of the South Pacific (USP),LC,2240
2242,The University of Fiji (UniFiji),LC,2240
2243,Fiji National University (FNU),LC,2240
2244,MC Hungary,LC,1549
2249,Andorra,MC,1629
2250,Andorra La Vella,LC,2249
2251,Podgorica,LC,57
2252,Expansiones Bolivia,LC,1593
2253,SITE Students or Graduates,LC,1840
2256,Salem University (CLOSED),LC,1578
2261,Lusaka,LC,2122
2262,Lusaka,LC,2122
2263,Tegucigalpa,LC,2108
2264,Niamey,LC,2117
2266,Malé,LC,2105
2267,Thimphu,LC,2104
2268,Vaduz,LC,2121
2269,MC Azerbaijan,LC,539
2270,Botswana International  University of Science and Technology,LC,1584
2271,BIUST,LC,1584
2272,BIUST,LC,1584
2273,BIUST,LC,1584
2274,BIUST,LC,1584
2275,BIUST,LC,1584
2276,BIUST,LC,1584
2277,Bobo-Dioulasso,LC,180
2278,UMM,LC,1539
2279,Occidente (closed),LC,577
2280,Closed,LC,1585
2281,CLOSED,LC,1585
2282,Closed,LC,1585
2283,Closed,LC,1585
2284,Closed,LC,1585
2289,Nagpur,LC,1585
2294,AIESEC Uruguay,LC,1614
2295,MC Paraguay,LC,177
2300,UDLA,LC,1567
2301,Guayaquil,LC,1567
2304,"-Closed, XUT",LC,1613
2305,Lilongwe,LC,1709
2306,ITALIA,LC,1542
2307,Expansion Khazar,LC,539
2308,Baku Qafqaz,LC,539
2309,Expansion Sumgayit,LC,539
2311,KING'S COLLEGE LONDON,LC,1563
2312,Korea Member Committee,LC,1562
2313,Mandalay,LC,4
2314,TYUMEN,LC,1618
2315,SUTD,LC,1575
2316,Korçë Expansion Initiative (closed),LC,133
2317,Expansion of Shkodër,LC,133
2318,MC Malaysia,LC,1611
2321,UAE (MC),LC,1625
2322,PoliTO,LC,1542
2323,AL-SALT (Closed),LC,530
2324,( CLOSED LC ),LC,530
2326,Perugia (Closed),LC,1542
2327,LAUTECH(CLOSED),LC,1578
2328,Minna(CLOSED),LC,1578
2329,REU (Moscow),LC,1618
2330,MC Switzerland,LC,2121
2331,National Office Switzerland,LC,1558
2332,Kathmandu University,LC,112
2334,CHIRIQUI,LC,1582
2335,Cagliari (closed),LC,1542
2337,IUEA,LC,1602
2338,Modena (Closed),LC,1542
2339,Haiti,MC,1627
2340,India National Office,LC,1585
2341,Port au Prince,LC,2339
2342,MC Jordan,LC,530
2343,Palmas (Closed),LC,1606
2344,São Luis (closed),LC,1606
2345,Patan,LC,112
2346,Nepal - National Office,LC,112
2347,(Closed),LC,518
2348,(Closed),LC,518
2349,(Closed),LC,518
2350,(Closed),LC,518
2351,(Closed),LC,518
2354,Abu Dhabi (Expansion),LC,1625
2356,Volos,LC,1555
2357,DIAC (closed),LC,1625
2358,AUD,LC,1625
2359,Kenitra,LC,1552
2360,Beni Mellal,LC,1552
2361,Tetouan,LC,1552
2363,Huanuco,LC,1553
2364,Puno,LC,1553
2365,Tarapoto,LC,1553
2367,LEGON Expansions,LC,1568
2368,Belarus (MC),LC,79
2369,ALTIPLANO,LC,1593
2370,LA LLAJTA,LC,1593
2382,EduardoLandia,LC,1553
2383,EduardoLandia,LC,1553
2384,EduardoLandia,LC,1553
2387,MC Egypt,LC,1609
2389,-,LC,1611
2390,Stamford University,LC,1607
2391,Mahidol University,LC,1607
2392,Other Universities and Institutions,LC,476
2396,Kedah-Perlis (KP),LC,1611
2397,DALOA,LC,1537
2398,UIPA,LC,1537
2399,YAMOUSSOUKRO (Expansion),LC,1537
2400,MC Ethiopia,LC,476
2401,Havana,LC,2107
2402,Expansions & Macau,LC,1594
2404,MC Myanmar,LC,4
2405,Entre Ríos,LC,1535
2407,Meknes,LC,1552
2408,Manabi,LC,1567
2412,El Jadida,LC,1552
2414,MC Spain [iCX National Accounts],LC,1619
2415,ABUAD (CLOSED),LC,1578
2416,ABUAD (CLOSED),LC,1578
2417,Zimbabwe,MC,1632
2418,Swaziland,MC,1632
2419,Universities of Zimbabwe,LC,2417
2420,Sierra Leone,MC,1632
2421,MC Canada,LC,1554
2422,.,LC,459
2423,Can Tho,LC,504
2424,AIESEC en Balboa,LC,1582
2425,LC Sierra Leone,LC,2420
2426,Universities of Swaziland,LC,2418
2427,Jamaica,MC,1627
2428,Madagascar,MC,1632
2429,Maroua,LC,1581
2430,-,LC,1611
2433,AIESEC in Germany,LC,1596
2434,Loja,LC,1567
2435,Aragua,LC,1557
2436,Uzbekistan MC,LC,2115
2437,ESIG-GS (EXPANSION),LC,1543
2438,UNIMET,LC,1557
2440,ISTANBUL WEST,LC,1622
2441,SAKARYA,LC,1622
2442,Mali,MC,1632
2443,LC Bamako,LC,2442
2445,Kyiv Universities,LC,1610
2448,OsloMet,LC,1573
2449,Høyskolen kristiania,LC,1573
2451,MC Turkey II,LC,1622
2452,KONYA,LC,1622
2453,COCLE,LC,1582
2454,Expansion Oriente - Bolivia,LC,1593
2455,Expansion Villa Imperial - Bolivia,LC,1593
2456,Expansion Gran Chaco - Bolivia,LC,1593
2457,BF expansion,LC,180
2458,SOLAR,LC,1551
2460,MC Australia,LC,1591
2461,PUERTO MONTT (closed),LC,1566
2462,NUST,LC,1603
2463,Closed,LC,4
2466,Unpad,LC,1539
2467,Tlemcen,LC,457
2468,Bejaia,LC,457
2469,Settat,LC,1552
2470,Astana (Old),LC,494
2472,Costa Rica Expansions (closed),LC,577
2473,Beirut,LC,182
2474,Expansion Lankaran,LC,539
2476,San Miguel,LC,1572
2477,VAM RUSSIA,LC,1618
2479,MC Bulgaria,LC,1588
2480,Tuzla (CLOSED),LC,1590
2481,Zenica (CLOSED),LC,1590
2482,MC Benin 2,LC,459
2483,UDOM,LC,567
2484,MC Turkey,LC,1622
2485,Nigerian French Village,LC,1578
2486,UTB,LC,506
2487,Dhaka South,LC,2010
2488,Dhaka North,LC,2010
2520,Awka (CLOSED),LC,1578
2521,University of Adelaide,LC,1591
2522,MC (AIESEC in Thailand),LC,1607
2523,Curtin University,LC,1591
2524,Market expansion,LC,1609
2525,Tuzla (CLOSED),LC,1590
2554,University of Cape Town,LC,1545
2555,SUMY,LC,1610
2556,Tuzla (CLOSED),LC,1590
2586,YAROSLAVL',LC,1618
2587,RIVNE,LC,1610
2685,ZAPORIZHZHIA,LC,1610
2751,MC Georgia,LC,531
2784,SG,LC,1603
2817,MSA,LC,1609
2818,MUST,LC,1609
2819,LUMS,LC,1603
2820,6th October University,LC,1609
2848,KUTAHYA,LC,1622
2849,ISPARTA,LC,1622
2850,"-Closed, JNU",LC,1613
2851,POG,LC,499
2852,University of Technology Sydney,LC,1591
2853,"-Closed, SUIBE",LC,1613
2854,"-Closed, SISU",LC,1613
2855,"-Closed, GZHU",LC,1613
2856,"-Closed, GDUFS",LC,1613
2857,Guangzhou & Shenzhen,LC,1613
2858,"-Closed, SWUFE",LC,1613
2859,Zhuhai,LC,1613
2860,Suzhou,LC,1613
2861,Shanghai,LC,1613
2862,"-Closed, UIC",LC,1613
2863,"-Closed, NNU",LC,1613
2864,"-Closed, SDUFE",LC,1613
2865,"-Closed, NAU",LC,1613
2866,"-Closed, ZZU",LC,1613
2867,"-Closed, SZU",LC,1613
2868,"-Closed, CUFE",LC,1613
2869,AUCA,LC,543
2870,UPNVJ,LC,1539
2871,BINUS,LC,1539
2872,Bhopal,LC,1585
2873,Noida,LC,1585
2875,ORENBURG - VAM,LC,1618
2876,Tromsø,LC,1573
2877,SKOPJE,LC,1548
2878,Karachi South,LC,1603
2879,OHRID,LC,1548
2881,CHERKASY,LC,1610
2883,UVG,LC,1556
2884,AIESEC in Kigali,LC,506
2885,Bihać (CLOSED),LC,1590
2886,ARIZONA,LC,1621
2916,Exploits University,LC,1709
2949,Tubman University,LC,219
2982,Expansion Oruro - Bolivia,LC,1593
3015,AUM,LC,56
3048,MC Latvia,LC,1579
3081,Chiang Mai University,LC,1607
3148,South Tirana,LC,133
3149,Expansion of Korçë,LC,133
3150,Expansion of Vlora,LC,133
3151,Expansion of Elbasan,LC,133
3180,IMPERIAL COLLEGE LONDON,LC,1563
3181,Caribe (closed),LC,577
3182,UCA (Asunción),LC,177
3213,Montpellier Business School,LC,1597
3214,Blantyre,LC,1709
3215,SU SSE,LC,1579
3216,SU Turība,LC,1579
3246,delete,LC,1568
3279,Atlántico (closed),LC,577
3312,Lugano,LC,1558
3313,UNIBE,LC,1599
3345,South Australia,LC,1591
3346,ECB,LC,1625
3347,Lisboa Centro,LC,1544
3378,To be deleted,LC,494
3379,To be deleted,LC,494
3411,[CLOSED] PORTO CATÓLICA,LC,1544
3444,Airfield,LC,219
3445,Cotonou,LC,459
3446,UNPHU,LC,1599
3477,-,LC,1556
3510,Beijing East,LC,1613
3543,"-Closed, Blank",LC,1613
3544,Nanjing,LC,1613
3545,Chengdu,LC,1613
3546,Shenzhen,LC,1613
3609,.,LC,112
3642,UNICA,LC,178
3643,MC Liberia,LC,219
3675,Rostov-on-Don,LC,1618
3676,UDOM,LC,567
3677,UDOM,LC,567
3678,Member Committee,LC,1594
3708,MC Italy,LC,1542
3741,LC Niksic,LC,57
3774,Deakin University,LC,1591
3840,AMD,LC,1578
3841,Edith Cowan University,LC,1591
3842,Edith Cowan University,LC,1591
3873,KEISER (NOT),LC,178
3874,KEISER,LC,178
3875,KEISER (NOT),LC,178
3876,KEISER (NOT),LC,178
3877,KEISER (NOT),LC,178
3878,KEISER (NOT),LC,178
3879,KEISER (NOT),LC,178
3880,KEISER (NOT),LC,178
3881,AIESEC KEISER (NOT),LC,178
3882,AIESEC KEISER (NOT),LC,178
3883,Pavlodar,LC,494
3884,Pavlodar,LC,494
3885,Pavlodar,LC,494
3886,Pavlodar,LC,494
3906,D - AIESEC in Australian Catholic University,LC,1591
3907,D - AIESEC in Australian Catholic University,LC,1591
3908,Murdoch University,LC,1591
3909,Murdoch University,LC,1591
3910,D - Australian Catholic University,LC,1591
3911,Central Sydney,LC,1591
3941,IUT - Islamic University of Technology,LC,2010
3943,National Office,LC,2010
4111,Kolea (Closed Expansion),LC,457
4137,Batna (Closed Expansion),LC,457
4170,AIESEC in Central Monrovia,LC,219
4171,AIESEC in Central Monrovia,LC,219
4172,AIESEC in Central Monrovia,LC,219
4173,AIESEC in Central Monrovia,LC,219
4177,CHUKA,LC,1617
4180,ZADAR,LC,1595
4181,ŠIBENIK (CLOSED),LC,1595
4182,DUBROVNIK (CLOSED),LC,1595
4183,SLAVONSKI BROD (CLOSED),LC,1595
4203,-------,LC,219
4204,Airfield,LC,219
4206,Veszprém,LC,1549
4236,U-MAN (Expansion),LC,1537
4237,U-MAN,LC,1537
4238,U-MAN,LC,1537
4239,U-MAN,LC,1537
4240,UMAN,LC,1537
4241,UMAN,LC,1537
4242,MAN,LC,1537
4243,MAN,LC,1537
4244,UMAN,LC,1537
4245,UMAN,LC,1537
4269,"Mainland of China, Alumni",LC,1613
4270,"Mainland of China, Membership Committee",LC,1613
4271,Kasese LC,LC,1602
4272,Kasese LC,LC,1602
4273,Kasese,LC,1602
4274,Kasese,LC,1602
4302,Bangangté,LC,1581
4303,Bangangté,LC,1581
4304,Bangangté,LC,1581
4305,Bangangté,LC,1581
4335,CAVENDISH UNIVERSITY,LC,1602
4336,CAVENDISH UNIVERSITY,LC,1602
4337,Universidades Nacionales - Perú 2,LC,1553
4338,Universidades Nacionales - Perú 3,LC,1553
4339,Universidades Nacionales - Peru 4,LC,1553
4340,Blank 1,LC,1553
4341,Blank,LC,1553
4342,Universidades Nacionales - Peru 1,LC,1553
4343,LC Xxxx,LC,1553
4344,Universidades Nacionales,LC,1553
4369,Brock,LC,1554
4402,ENSUP Afrique,LC,1605
4403,IFAGE,LC,1605
4434,(Closed),LC,518
4435,(Closed),LC,518
4436,(Closed),LC,518
4437,(closed),LC,518
4438,(Closed),LC,518
4439,(Closed),LC,518
4440,(Closed),LC,518
4441,(Closed),LC,518
4442,(Closed),LC,518
4443,(closed),LC,518
4444,MC Bahrain,LC,518
4468,Khouribga,LC,1552
4500,________,LC,219
4501,______,LC,219
4533,MC Mozambique,LC,1574
4535,NIBM,LC,1623
4566,Closed,LC,1585
4567,-,LC,1585
5490,RAJARATA,LC,1623
5523,-,LC,1611
5524,"HELP University (HELP) , Shah Alam",LC,1611
5556,-,LC,1611
5557,"Heriot-Watt University Malaysia Campus (HWUM) , Putrajaya",LC,1611
5558,-,LC,1611
5559,-,LC,1611
5622,Kenya Expansion/MC,LC,1617
5623,Kenya Expansion,LC,1617
5624,Kabarak University,LC,1617
5688,Galala,LC,1609
5721,Xiamen,LC,1613
5754,MC Greece,LC,1555
5787,Lucknow,LC,1585
5820,Beijing West,LC,1613
5853,Haigazian,LC,182
5854,LAU,LC,182
5886,University of Malawi,LC,1709
5887,DMI University,LC,1709
5888,Mzuzu University,LC,1709
5889,University of Malawi,LC,1709
5890,Mzuzu University,LC,1709
5891,African Bible College,LC,1709
5919,Kursk,LC,1618
5952,National Office Kazakhstan,LC,494
